Dataset,#TrainingRelease,%training (data on training / total data),%Defective in training,%Defective in testing,classifier,balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
bookkeeper-files/BOOKKEEPER,5,0.7635345364032359,0.10952084629744867,0.009956440572495333,Random Forest,SMOTE,false,NONE,7.0,30.0,333.0,9.0,0.1891891891891892,0.4375,0.6578856749311295,0.21806062529757175
bookkeeper-files/BOOKKEEPER,1,0.03920348475420037,0.03360298693217175,0.026757934038581208,NaiveBayes,SMOTE,false,THRESH,42.0,48.0,0.0,1.0,0.4666666666666667,0.9767441860465116,0.4883720930232558,-0.02200320880128345
bookkeeper-files/BOOKKEEPER,1,0.03920348475420037,0.03360298693217175,0.026757934038581208,IBk,SMOTE,false,THRESH,29.0,24.0,24.0,14.0,0.5471698113207547,0.6744186046511628,0.5872093023255814,0.17233125897558652
bookkeeper-files/BOOKKEEPER,1,0.03920348475420037,0.03360298693217175,0.026757934038581208,Random Forest,SMOTE,false,THRESH,43.0,48.0,0.0,0.0,0.4725274725274725,1.0,0.5,0.0
bookkeeper-files/BOOKKEEPER,2,0.09583074051026758,0.060360920970752956,0.009956440572495333,NaiveBayes,SMOTE,false,THRESH,9.0,33.0,307.0,7.0,0.21428571428571427,0.5625,0.7327205882352941,0.2623290509738909
bookkeeper-files/BOOKKEEPER,2,0.09583074051026758,0.060360920970752956,0.009956440572495333,IBk,SMOTE,false,THRESH,11.0,50.0,290.0,5.0,0.18032786885245902,0.6875,0.7702205882352942,0.2309505106048703
bookkeeper-files/BOOKKEEPER,2,0.09583074051026758,0.060360920970752956,0.009956440572495333,Random Forest,SMOTE,false,THRESH,13.0,325.0,15.0,3.0,0.038461538461538464,0.8125,0.42830882352941174,-0.013540726338448718
bookkeeper-files/BOOKKEEPER,3,0.31736154324828875,0.07031736154324829,0.021779713752333542,NaiveBayes,SMOTE,false,THRESH,4.0,2.0,319.0,31.0,0.6666666666666666,0.11428571428571428,0.5540275923453494,0.1712753950338603
bookkeeper-files/BOOKKEEPER,3,0.31736154324828875,0.07031736154324829,0.021779713752333542,IBk,SMOTE,false,THRESH,6.0,239.0,82.0,29.0,0.024489795918367346,0.17142857142857143,0.21344014241210502,-0.15604022779595303
bookkeeper-files/BOOKKEEPER,3,0.31736154324828875,0.07031736154324829,0.021779713752333542,Random Forest,SMOTE,false,THRESH,5.0,30.0,291.0,30.0,0.14285714285714285,0.14285714285714285,0.5246995994659546,0.04939919893190935
